"","50%","5%","95%","year"
"1",1837.39169832927,437.860216476528,4183.54351037747,1994
"2",820.992161677646,184.696357576913,1794.0144419693,1995
"3",1653.27686771766,327.859237271283,3761.7754429128,1996
"4",1633.13048866735,348.063942103898,3545.64737507806,1997
"5",1844.73058832638,280.802498544533,4391.2201487696,1998
"6",1051.27444278426,188.535943126778,2578.57619484064,1999
"7",1493.7019019431,334.465850585794,3485.20436032178,2000
"8",2428.08082445004,408.73899866042,5753.21493066152,2001
"9",1211.01743208704,251.127176829815,2714.32599636949,2002
"10",2440.2159157152,577.93585219433,5504.19961320513,2003
"11",1135.08594841224,253.904688345014,2445.62779378098,2004
"12",1116.69370696072,279.831989339445,2356.76372754649,2005
"13",1894.07256626957,477.86773599845,4245.58331154565,2006
"14",2083.60442258517,674.254125775201,3951.237200591,2007
"15",1581.04259288166,365.283031407702,3749.03998484901,2008
"16",2084.66921211296,507.841626418724,4623.56370596581,2009
"17",1792.49950337394,455.797562416552,3320.36718905178,2010
"18",855.724093132498,187.377970019035,1722.95818520452,2011
"19",955.112775667345,386.816450769533,1577.21187111735,2012
"20",782.759450453636,257.070725833792,1467.92233630295,2013
"21",1427.6183488098,804.253696517451,2248.36807271944,2014
"22",1631.57993794933,185.630364142233,3781.77562112649,2015
"23",892.569816942257,87.7856874140702,2336.64530508118,2016
"24",691.719418492768,258.503419204524,1202.2637002166,2017
"25",1610.94462258302,759.42778799249,2706.48667380479,2018
"26",925.303872560892,546.331307252076,1412.40015515003,2019
"27",827.826599295215,453.668543061241,1330.72027871048,2020
"28",568.778744271385,222.015643045141,1099.65977524105,2021
"29",847.473318364161,385.629337801382,1445.28093310626,2022
"30",473.537775712317,224.48860214639,803.828535567855,2023
"31",923.230517274318,518.530275652345,1357.82219428665,2024
"32",745.071027996119,189.531424972475,1402.42195746611,2025
